SITE,SAMPLE,LATITUDE,LONGITUDE,DEPTH_M,C_CODE,LITHOLOGY,GRAVEL,SAND,SILT,CLAY,MUD,MEAN_PHI,STD DEV,BAY,
469,MS-86-056,43.78030833,-69.50739722,86,M,MUD,0,1,,,99,,,SHEEPSCOT BAY,
470,MS-86-057,43.79786389,-69.52711389,34,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SHEEPSCOT BAY,
471,MS-86-058,43.81547222,-69.54712222,45,msG,MUDDY SANDY GRAVEL,40,37,,,24,,,SHEEPSCOT BAY,
472,MS-86-059,43.89316944,-69.54273333,7,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SHEEPSCOT BAY,
473,MS-86-060,43.96577778,-69.63435,16,sM,SANDY MUD,0,12,,,88,,,SHEEPSCOT BAY,
474,MS-86-061,43.8756,-69.54465,20,sM,SANDY MUD,0,14,,,86,,,SHEEPSCOT BAY,
475,MS-86-062,43.85970278,-69.53827778,31,M,MUD,0,1,,,99,,,SHEEPSCOT BAY,
476,MS-86-063,43.85025556,-69.53085,31,sM,SANDY MUD,2,49,,,49,,,SHEEPSCOT BAY,
477,MS-86-064,43.84135278,-69.53576389,29,mgS,MUDDY GRAVELLY SAND,28,63,,,9,,,SHEEPSCOT BAY,
478,MS-86-065,43.83919722,-69.54523333,25,mS,MUDDY SAND,3,91,,,6,,,SHEEPSCOT BAY,
479,MS-86-066,43.82614167,-69.54646944,22,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SHEEPSCOT BAY,
480,MS-86-067,43.82664722,-69.53314722,43,mS,MUDDY SAND,2,81,,,18,,,SHEEPSCOT BAY,
481,MS-86-068,43.82811389,-69.51977778,25,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SHEEPSCOT BAY,
482,MS-86-069,43.81008056,-69.51201667,54,msG,MUDDY SANDY GRAVEL,43,42,,,15,,,SHEEPSCOT BAY,
483,MS-86-070,43.79181111,-69.49274722,89,sM,SANDY MUD,0,5,,,95,,,MUSCONGUS BAY,
484,MS-86-071,43.80265833,-69.477,70,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
485,MS-86-072,43.81401111,-69.46241667,54,gmS,GRAVELLY MUDDY SAND,15,62,,,24,,,MUSCONGUS BAY,
486,MS-86-073,43.82526667,-69.44656667,55,sM,SANDY MUD,0,9,,,91,,,MUSCONGUS BAY,
487,MS-86-074,43.83630556,-69.43129167,29,sG,SANDY GRAVEL,88,11,,,1,,,MUSCONGUS BAY,
488,MS-86-075,43.84753611,-69.41542778,50,sM,SANDY MUD,2,45,,,53,,,MUSCONGUS BAY,
489,MS-86-076,43.85867222,-69.40070278,42,gmS,GRAVELLY MUDDY SAND,8,67,,,25,,,MUSCONGUS BAY,
490,MS-86-077,43.8695,-69.38521389,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
491,MS-86-078,43.88085833,-69.36960556,8,msG,MUDDY SANDY GRAVEL,47,31,,,22,,,MUSCONGUS BAY,
492,MS-86-079,43.89207778,-69.35411389,19,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
493,MS-86-080,43.90308889,-69.33913889,22,sM,SANDY MUD,0,16,,,85,,,MUSCONGUS BAY,
494,MS-86-081,43.91419722,-69.32321667,16,sM,SANDY MUD,0,18,,,82,,,MUSCONGUS BAY,
495,MS-86-082,43.92485556,-69.30874167,6,mgS,MUDDY GRAVELLY SAND,41,42,,,17,,,MUSCONGUS BAY,
496,MS-86-083,43.93763056,-69.29065833,9,HB,HARD BOTTOM (NO SAMPLE RECOVERED),0,14,,,86,,,MUSCONGUS BAY,
497,MS-86-084,43.94636111,-69.278375,10,mgS,MUDDY GRAVELLY SAND,28,52,,,20,,,MUSCONGUS BAY,
498,MS-86-085,43.964375,-69.27325833,22,mS,MUDDY SAND,0,61,,,39,,,MUSCONGUS BAY,
499,MS-86-086,43.97850556,-69.26001944,23,gS,GRAVELLY SAND,26,72,,,2,,,MUSCONGUS BAY,
500,MS-86-087,43.92496667,-69.26213333,10,sM,SANDY MUD,0,48,,,52,,,MUSCONGUS BAY,
501,MS-86-088,43.91480833,-69.26633889,15,mS,MUDDY SAND,0,57,,,43,,,MUSCONGUS BAY,
502,MS-86-089,43.90003611,-69.24885278,18,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
503,MS-86-090,43.87835278,-69.28001667,12,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
504,MS-86-091,43.87860278,-69.28060278,31,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
505,MS-86-092,43.87064722,-69.29986944,21,mS,MUDDY SAND,4,81,,,15,,,MUSCONGUS BAY,
506,MS-86-093,43.85666389,-69.30999722,28,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
507,MS-86-094,43.8741,-69.33246944,30,sM,SANDY MUD,0,20,,,81,,,MUSCONGUS BAY,
508,MS-86-095,43.88515278,-69.31775833,18,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
509,MS-86-096,43.89596389,-69.30255278,22,sM,SANDY MUD,0,18,,,82,,,MUSCONGUS BAY,
510,MS-86-097,43.90702222,-69.28645833,17,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
511,MS-86-098,43.97634444,-69.31155278,22,gmS,GRAVELLY MUDDY SAND,15,58,,,27,,,MUSCONGUS BAY,
512,MS-86-099,43.95481667,-69.31357222,12,gmS,GRAVELLY MUDDY SAND,6,85,,,9,,,MUSCONGUS BAY,
513,MS-86-100,43.94233333,-69.32875278,15,sM,SANDY MUD,0,20,,,80,,,MUSCONGUS BAY,
514,MS-86-101,43.93278056,-69.34599167,12,sM,SANDY MUD,0,36,,,64,,,MUSCONGUS BAY,
515,MS-86-102,43.92139167,-69.36018056,19,M,MUD,0,4,,,96,,,MUSCONGUS BAY,
516,MS-86-103,43.91442222,-69.36921944,21,sM,SANDY MUD,2,47,,,52,,,MUSCONGUS BAY,
517,MS-86-104,43.8993,-69.39085,24,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
518,MS-86-105,43.88871389,-69.40455833,36,mS,MUDDY SAND,0,60,,,40,,,MUSCONGUS BAY,
519,MS-86-106,43.87681111,-69.42115,27,sG,SANDY GRAVEL,82,16,,,3,,,MUSCONGUS BAY,
520,MS-86-107,43.86555278,-69.43615556,33,msG,MUDDY SANDY GRAVEL,57,37,,,7,,,MUSCONGUS BAY,
521,MS-86-108,43.85425556,-69.45157222,39,msG,MUDDY SANDY GRAVEL,45,37,,,19,,,MUSCONGUS BAY,
522,MS-86-109,43.84320278,-69.46680556,31,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
523,MS-86-110,43.83194444,-69.48199444,69,M,MUD,0,5,,,95,,,MUSCONGUS BAY,
524,MS-86-111,43.82118056,-69.49666667,66,sM,SANDY MUD,0,8,,,92,,,MUSCONGUS BAY,
525,MS-86-112,43.96159167,-69.4359,10,sM,SANDY MUD,0,10,,,90,,,MUSCONGUS BAY,
526,MS-86-113,43.97614167,-69.42479444,12,mgS,MUDDY GRAVELLY SAND,16,71,,,13,,,MUSCONGUS BAY,
527,MS-86-114,43.98215833,-69.40448889,19,mgS,MUDDY GRAVELLY SAND,37,55,,,9,,,MUSCONGUS BAY,
528,MS-86-115,43.99741111,-69.3948,16,msG,MUDDY SANDY GRAVEL,47,35,,,18,,,MUSCONGUS BAY,
529,MS-86-116,44.02137778,-69.38954722,6,sM,SANDY MUD,0,21,,,79,,,MUSCONGUS BAY,
530,MS-86-117,44.02135,-69.36086667,10,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
531,MS-86-118,44.0357,-69.35016111,12,gsM,GRAVELLY SANDY MUD,7,43,,,50,,,,
532,MS-86-119,44.05766944,-69.36226111,6,M,MUD,0,3,,,97,,,MUSCONGUS BAY,
533,MS-86-120,44.00379444,-69.36863611,13,gsM,GRAVELLY SANDY MUD,20,25,,,55,,,MUSCONGUS BAY,
534,MS-86-121,43.99769722,-69.36563889,10,smG,SANDY MUDDY GRAVEL,57,21,,,23,,,MUSCONGUS BAY,
535,MS-86-122,43.97972222,-69.37268611,16,sM,SANDY MUD,0,34,,,66,,,MUSCONGUS BAY,
536,MS-86-123,43.96835556,-69.38590556,7,M,MUD,0,4,,,96,,,MUSCONGUS BAY,
537,MS-86-124,43.95496944,-69.40552778,10,M,MUD,0,3,,,97,,,MUSCONGUS BAY,
538,MS-86-125,43.94629722,-69.41738611,11,sM,SANDY MUD,0,7,,,93,,,MUSCONGUS BAY,
539,MS-86-126,43.968525,-69.33083333,7,sM,SANDY MUD,0,23,,,78,,,MUSCONGUS BAY,
540,MS-86-127,43.96146111,-69.35040556,11,M,MUD,5,2,,,93,,,MUSCONGUS BAY,
541,MS-86-128,43.9504,-69.36605278,15,M,MUD,0,2,,,98,,,MUSCONGUS BAY,
542,MS-86-129,43.939525,-69.38106111,17,M,MUD,0,4,,,96,,,MUSCONGUS BAY,
543,MS-86-130,43.92843889,-69.39638611,30,sM,SANDY MUD,0,7,,,93,,,MUSCONGUS BAY,
544,MS-86-131,43.91802222,-69.41039444,20,gmS,GRAVELLY MUDDY SAND,11,76,,,13,,,MUSCONGUS BAY,
545,MS-86-132,43.90484167,-69.42609167,24,mgS,MUDDY GRAVELLY SAND,38,38,,,24,,,MUSCONGUS BAY,
546,MS-86-133,43.89486111,-69.44178333,24,sM,SANDY MUD,0,32,,,69,,,MUSCONGUS BAY,
547,MS-86-134,43.91000556,-69.45191111,19,sM,SANDY MUD,0,8,,,92,,,MUSCONGUS BAY,
548,MS-86-135,43.92431667,-69.44753056,12,mgS,MUDDY GRAVELLY SAND,34,52,,,13,,,MUSCONGUS BAY,
549,MS-86-136,43.94345278,-69.44368056,13,M,MUD,0,3,,,97,,,MUSCONGUS BAY,
550,MS-86-137,43.88355556,-69.45665833,28,msG,MUDDY SANDY GRAVEL,44,43,,,12,,,MUSCONGUS BAY,
551,MS-86-138,43.87250833,-69.4712,43,sM,SANDY MUD,0,14,,,86,,,MUSCONGUS BAY,
552,MS-86-139,43.86091667,-69.48676667,22,gS,GRAVELLY SAND,11,87,,,2,,,MUSCONGUS BAY,
553,WB-84-001,43.33268889,-70.48540833,17,G,GRAVEL,99,1,0,0,0,,,WELLS BAY,
554,WB-84-002,43.3325,-70.48497778,17,G,GRAVEL,99,1,0,0,0,,,WELLS BAY,
555,WB-84-003,43.32483333,-70.47753611,20,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
556,WB-84-004,43.31545556,-70.46901389,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
557,WB-84-005,43.30709444,-70.46169167,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
558,WB-84-006,43.29945556,-70.45323333,43,mS,MUDDY SAND,0,69,17,14,31,,,WELLS BAY,
559,WB-84-007,43.29100556,-70.44634444,43,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
560,WB-84-008,43.27442222,-70.456275,29,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
561,WB-84-009,43.28271111,-70.46453056,34,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
562,WB-84-010,43.2909,-70.47231389,37,gS,GRAVELLY SAND,12,69,11,7,18,,,WELLS BAY,
563,WB-84-011,43.29916667,-70.4794,34,mS,MUDDY SAND,0,77,13,10,23,,,WELLS BAY,
564,WB-84-012,43.30701944,-70.48660278,27,G,GRAVEL,81,12,1,6,7,,,WELLS BAY,
565,WB-84-013,43.31567222,-70.49455,27,mS,MUDDY SAND,0,54,32,14,46,,,WELLS BAY,
566,WB-84-014,43.31510556,-70.54539722,12,S,SAND,0,100,0,0,0,,,WELLS BAY,
567,WB-84-015,43.30741667,-70.53902778,17,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
568,WB-84-016,43.30105556,-70.53255278,18,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
569,WB-84-017,43.29392778,-70.52594167,30,mS,MUDDY SAND,0,77,10,13,23,,,WELLS BAY,
570,WB-84-018,43.28610833,-70.51943056,31,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
571,WB-84-019,43.28111944,-70.51403889,37,mS,MUDDY SAND,0,78,14,8,22,,,WELLS BAY,
572,WB-84-020,43.272425,-70.50597222,42,mS,MUDDY SAND,0,69,24,7,31,,,WELLS BAY,
573,WB-84-021,43.26459444,-70.49913056,42,sG,SANDY GRAVEL,41,46,5,8,13,,,WELLS BAY,
574,WB-84-022,43.13168889,-70.375725,44,mS,MUDDY SAND,0,77,9,14,23,,,WELLS BAY,
575,WB-84-023,43.25044167,-70.48642222,44,mS,MUDDY SAND,0,73,15,12,27,,,WELLS BAY,
576,WB-84-024,43.24302778,-70.47954722,40,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
577,WB-84-025,43.23601667,-70.47285,50,msG,MUDDY SANDY GRAVEL,74,17,2,7,9,,,WELLS BAY,
578,WB-84-026,43.22963889,-70.46673611,52,msG,MUDDY SANDY GRAVEL,54,31,2,13,15,,,WELLS BAY,
579,WB-84-027,43.22242222,-70.46030278,49,mS,MUDDY SAND,0,90,4,6,10,,,WELLS BAY,
580,WB-84-028,43.21546111,-70.45418611,51,sG,SANDY GRAVEL,66,32,2,0,2,,,WELLS BAY,
581,WB-84-029,43.2094,-70.44779167,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
582,WB-84-030,43.201525,-70.44050556,47,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
583,WB-84-031,43.19489167,-70.43566667,53,mgS,MUDDY GRAVELLY SAND,46,47,3,4,7,,,WELLS BAY,
584,WB-84-032,43.18771389,-70.427975,72,mS,MUDDY SAND,0,86,6,8,14,,,WELLS BAY,
585,WB-84-033,43.18088611,-70.42236667,65,gS,GRAVELLY SAND,18,65,7,10,17,,,WELLS BAY,
586,WB-84-034,43.1744,-70.41583056,60,mS,MUDDY SAND,0,94,2,4,6,,,WELLS BAY,
587,WB-84-035,43.16667222,-70.40832222,79,mS,MUDDY SAND,0,63,22,15,37,,,WELLS BAY,
588,WB-84-036,43.16008056,-70.402175,81,mS,MUDDY SAND,0,78,5,17,22,,,WELLS BAY,
589,WB-84-037,43.15817222,-70.40014722,80,smG,SANDY MUDDY GRAVEL,49,25,13,13,26,,,WELLS BAY,
590,WB-84-038,43.14618056,-70.38973889,87,mS,MUDDY SAND,4,52,41,3,44,,,WELLS BAY,
591,WB-84-039,43.13925,-70.38304167,76,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
592,WB-84-040,43.13184722,-70.37586944,97,mS,MUDDY SAND,0,51,42,7,49,,,WELLS BAY,
593,WB-84-041,43.11727778,-70.38838889,76,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
594,WB-84-042,43.10285278,-70.40102222,69,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
595,WB-84-043,43.08828611,-70.41386111,82,msG,MUDDY SANDY GRAVEL,58,16,12,14,26,,,WELLS BAY,
596,WB-84-044,43.07416944,-70.42615833,87,mS,MUDDY SAND,0,61,18,21,39,,,WELLS BAY,
597,WB-84-045,43.05935,-70.43917778,90,mS,MUDDY SAND,0,53,26,21,47,,,WELLS BAY,
598,WB-84-046,43.04500556,-70.45163611,91,sM,SANDY MUD,0,41,36,23,59,,,WELLS BAY,
599,WB-84-047,43.04786667,-70.50589167,75,gsM,GRAVELLY SANDY MUD,15,22,48,15,63,,,WELLS BAY,
600,WB-84-048,43.06105833,-70.49223056,70,gmS,GRAVELLY MUDDY SAND,22,45,11,22,33,,,WELLS BAY,
601,WB-84-049,43.074275,-70.47756667,78,sM,SANDY MUD,0,49,32,19,51,,,WELLS BAY,
602,WB-84-050,43.086975,-70.46398889,76,mS,MUDDY SAND,0,65,18,17,35,,,WELLS BAY,
603,WB-84-051,43.10014444,-70.44984722,63,sG,SANDY GRAVEL,94,6,0,0,0,,,WELLS BAY,
604,WB-84-052,43.11288889,-70.43622222,55,sG,SANDY GRAVEL,37,63,0,0,0,,,WELLS BAY,
605,WB-84-053,43.12523333,-70.42200278,38,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
606,WB-84-054,43.138725,-70.40805556,56,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
607,WB-84-055,43.15337222,-70.421075,72,mS,MUDDY SAND,0,84,4,12,16,,,WELLS BAY,
608,WB-84-056,43.16722778,-70.43451389,68,mS,MUDDY SAND,0,75,9,16,25,,,WELLS BAY,
609,WB-84-057,43.18116111,-70.44723333,59,sG,SANDY GRAVEL,73,17,3,7,10,,,WELLS BAY,
610,WB-84-058,43.19512778,-70.45984444,50,sG,SANDY GRAVEL,46,45,3,6,9,,,WELLS BAY,
611,WB-84-059,43.20846667,-70.47286389,41,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
612,WB-84-060,43.22261111,-70.48536111,49,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
613,WB-84-061,43.23603889,-70.49771389,49,msG,MUDDY SANDY GRAVEL,56,29,5,10,15,,,WELLS BAY,
614,WB-84-062,43.24369444,-70.50496389,48,mS,MUDDY SAND,0,81,13,6,19,,,WELLS BAY,
615,WB-84-063,43.25135556,-70.51221667,45,sG,SANDY GRAVEL,35,55,2,8,10,,,WELLS BAY,
616,WB-84-064,43.25809722,-70.51766389,44,mS,MUDDY SAND,0,71,4,25,29,,,WELLS BAY,
617,WB-84-065,43.26453611,-70.52398611,41,mS,MUDDY SAND,0,79,7,14,21,,,WELLS BAY,
618,WB-84-066,43.27091111,-70.53007222,39,mS,MUDDY SAND,0,77,8,15,23,,,WELLS BAY,
619,WB-84-067,43.27831111,-70.53665556,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
620,WB-84-068,43.28921111,-70.54675556,19,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
621,WB-84-069,43.29287778,-70.5504,17,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
622,WB-84-070,43.29911111,-70.55635278,10,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
623,WB-84-071,43.27283611,-70.55784167,19,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
624,WB-84-072,43.26564167,-70.55139167,23,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
625,WB-84-073,43.25898889,-70.54501111,32,mgS,MUDDY GRAVELLY SAND,27,65,4,4,8,,,WELLS BAY,
626,WB-84-074,43.25281111,-70.53901944,33,sG,SANDY GRAVEL,50,47,2,1,3,,,WELLS BAY,
627,WB-84-075,43.24593056,-70.53319444,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
628,WB-84-076,43.23881667,-70.52638611,38,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
629,WB-84-077,43.23190556,-70.52022778,41,mS,MUDDY SAND,0,87,2,11,13,,,WELLS BAY,
630,WB-84-078,43.21740833,-70.50749167,42,mS,MUDDY SAND,0,63,13,24,37,,,WELLS BAY,
631,WB-84-079,43.20330556,-70.49436944,38,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
632,WB-84-080,43.18898889,-70.48094722,52,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
633,WB-84-081,43.17515,-70.46826667,54,gmS,GRAVELLY MUDDY SAND,15,69,3,13,16,,,WELLS BAY,
634,WB-84-082,43.15635833,-70.45086111,45,mgS,MUDDY GRAVELLY SAND,19,72,3,6,9,,,WELLS BAY,
635,WB-84-083,43.140875,-70.4365,63,gmS,GRAVELLY MUDDY SAND,10,65,17,8,25,,,WELLS BAY,
636,WB-84-084,43.12775833,-70.45048333,55,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
637,WB-84-085,43.11485833,-70.464175,47,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
638,WB-84-086,43.10196111,-70.47841111,17,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
639,WB-84-087,43.08929167,-70.49246111,63,mS,MUDDY SAND,0,82,8,10,18,,,WELLS BAY,
640,WB-84-088,43.07525,-70.50606944,44,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
641,WB-84-089,43.06264167,-70.520225,65,mS,MUDDY SAND,0,64,14,22,36,,,WELLS BAY,
642,WB-84-090,43.04952222,-70.53366944,62,mS,MUDDY SAND,0,67,12,21,33,,,WELLS BAY,
643,WB-84-091,43.05127222,-70.56143611,26,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
644,WB-84-092,43.06479722,-70.54836111,44,msG,MUDDY SANDY GRAVEL,63,28,2,7,9,,,WELLS BAY,
645,WB-84-093,43.078475,-70.53444167,52,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
646,WB-84-094,43.09119444,-70.52022222,55,sG,SANDY GRAVEL,,,,,,,,WELLS BAY,
647,WB-84-095,43.10489,-70.50879,60,mS,MUDDY SAND,0,89,6,5,11,,,WELLS BAY,
648,WB-84-096,43.11765556,-70.49254722,38,sG,SANDY GRAVEL,52,43,5,0,5,,,WELLS BAY,
649,WB-84-097,43.13061667,-70.47540833,211,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
650,WB-84-098,43.14394444,-70.46491944,40,sG,SANDY GRAVEL,49,48,3,0,3,,,WELLS BAY,
651,WB-84-099,43.15866389,-70.47878611,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
652,WB-84-100,43.17373889,-70.49323611,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
653,WB-84-101,43.18938056,-70.50645556,32,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
654,WB-84-102,43.20391389,-70.51994722,28,HB,HARD BOTTOM (NO SAMPLE RECOVERED),100,0,0,0,0,,,WELLS BAY,
655,WB-84-103,43.21936944,-70.53403056,29,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
656,WB-84-104,43.22671389,-70.54031111,26,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
657,WB-84-105,43.23410556,-70.54709722,32,gS,GRAVELLY SAND,11,86,2,1,3,,,WELLS BAY,
658,WB-84-106,43.24215278,-70.55386944,30,S,SAND,0,100,0,0,0,,,WELLS BAY,
659,WB-84-107,43.24908333,-70.56115,24,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
660,WB-84-108,43.25646389,-70.568,22,mS,MUDDY SAND,0,93,2,5,7,,,WELLS BAY,
661,WB-84-109,43.26392778,-70.57474722,13,S,SAND,0,100,0,0,0,,,WELLS BAY,
662,WB-84-110,43.24080278,-70.57892778,12,S,SAND,0,100,0,0,0,,,WELLS BAY,
663,WB-84-111,43.23386667,-70.572275,20,S,SAND,0,100,0,0,0,,,WELLS BAY,
664,WB-84-112,43.22585,-70.56494167,29,sM,SANDY MUD,0,49,29,22,51,,,WELLS BAY,
665,WB-84-113,43.21929444,-70.55853889,30,S,SAND,100,0,0,0,0,,,WELLS BAY,
666,WB-84-114,43.21066389,-70.55151389,31,S,SAND,100,0,0,0,0,,,WELLS BAY,
667,WB-84-115,43.20348333,-70.54453611,29,sG,SANDY GRAVEL,75,25,0,0,0,,,WELLS BAY,
668,WB-84-116,43.19588056,-70.53768611,32,sG,SANDY GRAVEL,83,17,0,0,0,,,WELLS BAY,
669,WB-84-117,43.18771111,-70.52995833,30,G,GRAVEL,100,0,0,0,0,,,WELLS BAY,
670,WB-84-118,43.17351389,-70.51769722,32,sG,SANDY GRAVEL,83,17,0,0,0,,,WELLS BAY,
671,WB-84-119,43.15831944,-70.50344167,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
672,WB-84-120,43.14425833,-70.49048333,26,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
673,WB-84-121,43.12786,-70.50204,26,mS,MUDDY SAND,0,82,3,15,18,,,WELLS BAY,
674,WB-84-122,43.12004722,-70.52031944,39,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
675,WB-84-123,43.10733889,-70.53408889,32,msG,MUDDY SANDY GRAVEL,66,28,1,5,6,,,WELLS BAY,
676,WB-84-124,43.09368333,-70.54756667,45,msG,MUDDY SANDY GRAVEL,56,34,3,7,10,,,WELLS BAY,
677,WB-84-125,43.08027222,-70.56141389,50,mgS,MUDDY GRAVELLY SAND,10,77,3,10,13,,,WELLS BAY,
678,WB-84-126,43.06721111,-70.57511111,26,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
679,WB-84-127,43.05355833,-70.58878889,43,gS,GRAVELLY SAND,22,61,7,10,17,,,WELLS BAY,
680,WB-84-128,43.055725,-70.61571389,43,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
681,WB-84-129,43.06956389,-70.60227778,26,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
682,WB-84-130,43.08261944,-70.58880556,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
683,WB-84-131,43.09632222,-70.57573889,25,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
684,WB-84-132,43.10930556,-70.56191667,27,mS,MUDDY SAND,0,86,12,2,14,,,WELLS BAY,
685,WB-84-133,43.12269722,-70.54851111,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
686,WB-84-134,43.13599167,-70.53471667,24,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
687,WB-84-135,43.14969722,-70.52116667,29,gS,GRAVELLY SAND,,,,,,,,WELLS BAY,
688,WB-84-136,43.16359444,-70.53460833,40,msG,MUDDY SANDY GRAVEL,59,31,3,7,10,,,WELLS BAY,
689,WB-84-137,43.17880556,-70.54794444,30,mS,MUDDY SAND,3,81,10,7,17,,,WELLS BAY,
690,WB-84-138,43.18633889,-70.55506667,35,mgS,MUDDY GRAVELLY SAND,28,65,3,4,7,,,WELLS BAY,
691,WB-84-139,43.19387222,-70.56198056,35,mS,MUDDY SAND,0,91,3,5,8,,,WELLS BAY,
692,WB-84-140,43.20110278,-70.568825,32,sG,SANDY GRAVEL,69,31,0,0,0,,,WELLS BAY,
693,WB-84-141,43.20900556,-70.57505833,22,S,SAND,0,100,0,0,0,,,WELLS BAY,
698,WB-84-146,43.15324167,-70.54884722,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
