sst,ID,bathy,lon,lon
10.291,869870,-10.36911148,-70.09999847,43.68999863
10.327,872070,-16.9892908,-70.08000183,43.68999863
10.347,873170,-18.27530469,-70.06999969,43.68999863
10.369,874270,-40.3337122,-70.05999756,43.68999863
10.393,875370,-45.07713051,-70.05000305,43.68999863
10.417,876470,-33.93894804,-70.04000092,43.68999863
10.438,877570,-28.77976128,-70.02999878,43.68999863
10.456,878670,-18.34799638,-70.01999664,43.68999863
10.472,879770,-16.14484236,-70.01000214,43.68999863
10.485,880870,-20.05258801,-70,43.68999863
10.495,881970,-34.57577109,-69.98999786,43.68999863
10.501,883070,-44.98744183,-69.98000336,43.68999863
10.5,884170,-45.78647731,-69.97000122,43.68999863
10.492,885270,-42.53942916,-69.95999908,43.68999863
10.474,886370,-38.29396048,-69.94999695,43.68999863
10.449,887470,-42.78592912,-69.94000244,43.68999863
10.422,888570,-38.38386065,-69.93000031,43.68999863
10.396,889670,-30.48376154,-69.91999817,43.68999863
10.372,890770,-37.68732569,-69.91000366,43.68999863
10.351,891870,-31.04713522,-69.90000153,43.68999863
10.332,892970,-27.58125907,-69.88999939,43.68999863
10.316,894070,-25.7011353,-69.87999725,43.68999863
10.301,895170,-24.67509683,-69.87000275,43.68999863
10.042,853371,-1.491295621,-70.25,43.70000076
10.067,855571,-1.671927138,-70.23000336,43.70000076
10.096,857771,-7.975231305,-70.20999908,43.70000076
10.112,858871,-10.55667449,-70.19999695,43.70000076
10.129,859971,-15.33197787,-70.19000244,43.70000076
10.147,861071,-20.89292898,-70.18000031,43.70000076
10.165,862171,-22.64792436,-70.16999817,43.70000076
10.184,863271,-14.39799332,-70.16000366,43.70000076
10.237,866571,-18.94679277,-70.12999725,43.70000076
10.253,867671,-20.20973415,-70.12000275,43.70000076
10.27,868771,-23.81663722,-70.11000061,43.70000076
10.326,872071,-18.23455365,-70.08000183,43.70000076
10.347,873171,-6.822671882,-70.06999969,43.70000076
10.37,874271,-33.25188524,-70.05999756,43.70000076
10.394,875371,-30.75828737,-70.05000305,43.70000076
10.418,876471,-22.08812184,-70.04000092,43.70000076
10.439,877571,-30.53788195,-70.02999878,43.70000076
10.455,878671,-22.26891012,-70.01999664,43.70000076
10.467,879771,-16.81246593,-70.01000214,43.70000076
10.475,880871,-17.57800252,-70,43.70000076
10.479,881971,-25.32551698,-69.98999786,43.70000076
10.48,883071,-36.9122642,-69.98000336,43.70000076
10.477,884171,-40.56179936,-69.97000122,43.70000076
10.467,885271,-39.56397602,-69.95999908,43.70000076
10.452,886371,-38.96882526,-69.94999695,43.70000076
10.431,887471,-37.92469535,-69.94000244,43.70000076
10.408,888571,-36.51690592,-69.93000031,43.70000076
